"C:\Program Files\Java\jdk-9.0.1\bin\java" -Dvisualvm.id=170415548485161 -Xms1024m -Xmx4096m "-javaagent:C:\Program Files\JetBrains\IntelliJ IDEA Community Edition 2017.2.4\lib\idea_rt.jar=53735:C:\Program Files\JetBrains\IntelliJ IDEA Community Edition 2017.2.4\bin" -Dfile.encoding=UTF-8 -classpath C:\Users\Kenneth\Dropbox\Code\IdeaProjects\BasicClassifier\project-1\out\production\BasicClassifier;C:\Users\Kenneth\Dropbox\Code\IdeaProjects\BasicClassifier\project-1\lib\libsvm.jar me.mostly.ml.test.sp500.Main ../project-2/data/transposed.csv
Odd val: AES, [180 (10/1/01)] = -0.682890669
False omission rate:                      0.42424242424242425 (FOR=FN/PredictedNeg)

=== DESCRIPTIVE STATS (0 to inf) ===
Positive likelihood ratio (high better):  2.2153846153846155 (LR+=TPR/FPR)
Negative likelihood ratio (low better):   0.680161943319838 (LR-=FNR/TNR)
Diagnostic odds ratio (high better):      3.2571428571428576 (DOR=LR+/LR-)


Picks: [ARNC, ATVI, BEN, CCL, CSX, CTXS, FBHS, GE, HOG, HON, LRCX, LVLT, MU, PRU, WDC, YHOO, ZION]
Average return: 1.4059490822731824
Oracle: me.mostly.ml.test.sp500.Main$$Lambda$29/1447689627@4b14c583
Classifier: C=1.0, RBF kernel (gamma=1.0)

Actual prevalence:                        0.52 (RealPos/Total)

=== RESULTS ===
True positives (TP):                      10
False positives (FP):                     3
False negatives (FN):                     16
True negatives (TN):                      21

=== DESIRABLE STATS (0 to 1) ===
Accuracy:                                 0.62 (accuracy=(TP+TN)/Total)
True positive rate (Recall, Sensitivity): 0.38461538461538464 (TPR=TP/RealPos)
True negative rate (Specificity):         0.875 (TNR=TN/RealNeg)
Positive predictive value (Precision):    0.7692307692307693 (PPV=TP/PredictedPos)
Negative predictive value:                0.5675675675675675 (NPV=TN/PredictedNeg)
Area under convex hull ROC curve:         0.6298076923076923 (area=(TPR+TNR)/2)
F1 score:                                 0.5128205128205129 (F1=2/(1/TPR + 1/PPV))
F1 score (negative condition):            0.6885245901639343 (F1=2/(1/TNR + 1/NPV))

=== UNDESIRABLE STATS (0 to 1) ===
Inaccuracy:                               0.38 (inaccuracy=(FP+FN)/Total)
False positive rate (Fallout):            0.125 (FPR=FP/RealNeg)
False negative rate (Miss rate):          0.6153846153846154 (FNR=FN/RealPos)
False discovery rate (False alarm):       0.23076923076923078 (FDR=FP/PredictedPos)
False omission rate:                      0.43243243243243246 (FOR=FN/PredictedNeg)

=== DESCRIPTIVE STATS (0 to inf) ===
Positive likelihood ratio (high better):  3.076923076923077 (LR+=TPR/FPR)
Negative likelihood ratio (low better):   0.7032967032967034 (LR-=FNR/TNR)
Diagnostic odds ratio (high better):      4.375 (DOR=LR+/LR-)


Picks: [ARNC, BEN, BWA, CCL, CSX, CTXS, GE, HOG, HON, LRCX, MCO, NOC, ZION]
Average return: 1.319983580041711
Oracle: me.mostly.ml.test.sp500.Main$$Lambda$29/1447689627@4b14c583
Classifier: C=0.5, RBF kernel (gamma=0.1)

Actual prevalence:                        0.52 (RealPos/Total)

=== RESULTS ===
True positives (TP):                      7
False positives (FP):                     0
False negatives (FN):                     19
True negatives (TN):                      24

=== DESIRABLE STATS (0 to 1) ===
Accuracy:                                 0.62 (accuracy=(TP+TN)/Total)
True positive rate (Recall, Sensitivity): 0.2692307692307692 (TPR=TP/RealPos)
True negative rate (Specificity):         1.0 (TNR=TN/RealNeg)
Positive predictive value (Precision):    1.0 (PPV=TP/PredictedPos)
Negative predictive value:                0.5581395348837209 (NPV=TN/PredictedNeg)
Area under convex hull ROC curve:         0.6346153846153846 (area=(TPR+TNR)/2)
F1 score:                                 0.42424242424242425 (F1=2/(1/TPR + 1/PPV))
F1 score (negative condition):            0.7164179104477612 (F1=2/(1/TNR + 1/NPV))

=== UNDESIRABLE STATS (0 to 1) ===
Inaccuracy:                               0.38 (inaccuracy=(FP+FN)/Total)
False positive rate (Fallout):            0.0 (FPR=FP/RealNeg)
False negative rate (Miss rate):          0.7307692307692307 (FNR=FN/RealPos)
False discovery rate (False alarm):       0.0 (FDR=FP/PredictedPos)
False omission rate:                      0.4418604651162791 (FOR=FN/PredictedNeg)

=== DESCRIPTIVE STATS (0 to inf) ===
Positive likelihood ratio (high better):  Infinity (LR+=TPR/FPR)
Negative likelihood ratio (low better):   0.7307692307692307 (LR-=FNR/TNR)
Diagnostic odds ratio (high better):      Infinity (DOR=LR+/LR-)


Picks: [CTXS, LRCX, MU, PRU, WDC, YHOO, ZION]
Average return: 1.6203941367810302
Oracle: me.mostly.ml.test.sp500.Main$$Lambda$29/1447689627@4b14c583
Classifier: C=1.0, RBF kernel (gamma=0.2)

Actual prevalence:                        0.52 (RealPos/Total)

=== RESULTS ===
True positives (TP):                      12
False positives (FP):                     3
False negatives (FN):                     14
True negatives (TN):                      21

=== DESIRABLE STATS (0 to 1) ===
Accuracy:                                 0.66 (accuracy=(TP+TN)/Total)
True positive rate (Recall, Sensitivity): 0.46153846153846156 (TPR=TP/RealPos)
True negative rate (Specificity):         0.875 (TNR=TN/RealNeg)
Positive predictive value (Precision):    0.8 (PPV=TP/PredictedPos)
Negative predictive value:                0.6 (NPV=TN/PredictedNeg)
Area under convex hull ROC curve:         0.6682692307692308 (area=(TPR+TNR)/2)
F1 score:                                 0.5853658536585367 (F1=2/(1/TPR + 1/PPV))
F1 score (negative condition):            0.7118644067796611 (F1=2/(1/TNR + 1/NPV))

=== UNDESIRABLE STATS (0 to 1) ===
Inaccuracy:                               0.34 (inaccuracy=(FP+FN)/Total)
False positive rate (Fallout):            0.125 (FPR=FP/RealNeg)
False negative rate (Miss rate):          0.5384615384615384 (FNR=FN/RealPos)
False discovery rate (False alarm):       0.2 (FDR=FP/PredictedPos)
False omission rate:                      0.4 (FOR=FN/PredictedNeg)

=== DESCRIPTIVE STATS (0 to inf) ===
Positive likelihood ratio (high better):  3.6923076923076925 (LR+=TPR/FPR)
Negative likelihood ratio (low better):   0.6153846153846153 (LR-=FNR/TNR)
Diagnostic odds ratio (high better):      6.000000000000001 (DOR=LR+/LR-)


Picks: [ARNC, ATVI, BEN, CCL, CSX, CTXS, GE, HOG, HON, LRCX, MU, PRU, WDC, YHOO, ZION]
Average return: 1.4446733313308575
Oracle: me.mostly.ml.test.sp500.Main$$Lambda$29/1447689627@4b14c583
Classifier: C=2.0, RBF kernel (gamma=0.2)

Actual prevalence:                        0.52 (RealPos/Total)

=== RESULTS ===
True positives (TP):                      14
False positives (FP):                     4
False negatives (FN):                     12
True negatives (TN):                      20

=== DESIRABLE STATS (0 to 1) ===
Accuracy:                                 0.68 (accuracy=(TP+TN)/Total)
True positive rate (Recall, Sensitivity): 0.5384615384615384 (TPR=TP/RealPos)
True negative rate (Specificity):         0.8333333333333334 (TNR=TN/RealNeg)
Positive predictive value (Precision):    0.7777777777777778 (PPV=TP/PredictedPos)
Negative predictive value:                0.625 (NPV=TN/PredictedNeg)
Area under convex hull ROC curve:         0.6858974358974359 (area=(TPR+TNR)/2)
F1 score:                                 0.6363636363636364 (F1=2/(1/TPR + 1/PPV))
F1 score (negative condition):            0.7142857142857143 (F1=2/(1/TNR + 1/NPV))

=== UNDESIRABLE STATS (0 to 1) ===
Inaccuracy:                               0.32 (inaccuracy=(FP+FN)/Total)
False positive rate (Fallout):            0.16666666666666666 (FPR=FP/RealNeg)
False negative rate (Miss rate):          0.46153846153846156 (FNR=FN/RealPos)
False discovery rate (False alarm):       0.2222222222222222 (FDR=FP/PredictedPos)
False omission rate:                      0.375 (FOR=FN/PredictedNeg)

=== DESCRIPTIVE STATS (0 to inf) ===
Positive likelihood ratio (high better):  3.230769230769231 (LR+=TPR/FPR)
Negative likelihood ratio (low better):   0.5538461538461539 (LR-=FNR/TNR)
Diagnostic odds ratio (high better):      5.833333333333333 (DOR=LR+/LR-)


Picks: [ARNC, ATVI, BEN, BWA, CCL, CSX, CTXS, FBHS, GE, HOG, HON, LRCX, MU, NOC, PRU, WDC, YHOO, ZION]
Average return: 1.402920608395687
Oracle: me.mostly.ml.test.sp500.Main$$Lambda$29/1447689627@4b14c583
Classifier: C=0.5, linear kernel

Actual prevalence:                        0.52 (RealPos/Total)

=== RESULTS ===
True positives (TP):                      14
False positives (FP):                     4
False negatives (FN):                     12
True negatives (TN):                      20

=== DESIRABLE STATS (0 to 1) ===
Accuracy:                                 0.68 (accuracy=(TP+TN)/Total)
True positive rate (Recall, Sensitivity): 0.5384615384615384 (TPR=TP/RealPos)
True negative rate (Specificity):         0.8333333333333334 (TNR=TN/RealNeg)
Positive predictive value (Precision):    0.7777777777777778 (PPV=TP/PredictedPos)
Negative predictive value:                0.625 (NPV=TN/PredictedNeg)
Area under convex hull ROC curve:         0.6858974358974359 (area=(TPR+TNR)/2)
F1 score:                                 0.6363636363636364 (F1=2/(1/TPR + 1/PPV))
F1 score (negative condition):            0.7142857142857143 (F1=2/(1/TNR + 1/NPV))

=== UNDESIRABLE STATS (0 to 1) ===
Inaccuracy:                               0.32 (inaccuracy=(FP+FN)/Total)
False positive rate (Fallout):            0.16666666666666666 (FPR=FP/RealNeg)
False negative rate (Miss rate):          0.46153846153846156 (FNR=FN/RealPos)
False discovery rate (False alarm):       0.2222222222222222 (FDR=FP/PredictedPos)
False omission rate:                      0.375 (FOR=FN/PredictedNeg)

=== DESCRIPTIVE STATS (0 to inf) ===
Positive likelihood ratio (high better):  3.230769230769231 (LR+=TPR/FPR)
Negative likelihood ratio (low better):   0.5538461538461539 (LR-=FNR/TNR)
Diagnostic odds ratio (high better):      5.833333333333333 (DOR=LR+/LR-)


Picks: [AIZ, ARNC, ATVI, BEN, CCL, CSX, CTXS, FBHS, GE, HOG, HON, LRCX, MU, NOC, PRU, WDC, YHOO, ZION]
Average return: 1.407142065810557
Oracle: me.mostly.ml.test.sp500.Main$$Lambda$29/1447689627@4b14c583
Classifier: C=1000.0, RBF kernel (gamma=1.0)

Actual prevalence:                        0.52 (RealPos/Total)

=== RESULTS ===
True positives (TP):                      13
False positives (FP):                     3
False negatives (FN):                     13
True negatives (TN):                      21

=== DESIRABLE STATS (0 to 1) ===
Accuracy:                                 0.68 (accuracy=(TP+TN)/Total)
True positive rate (Recall, Sensitivity): 0.5 (TPR=TP/RealPos)
True negative rate (Specificity):         0.875 (TNR=TN/RealNeg)
Positive predictive value (Precision):    0.8125 (PPV=TP/PredictedPos)
Negative predictive value:                0.6176470588235294 (NPV=TN/PredictedNeg)
Area under convex hull ROC curve:         0.6875 (area=(TPR+TNR)/2)
F1 score:                                 0.6190476190476191 (F1=2/(1/TPR + 1/PPV))
F1 score (negative condition):            0.7241379310344828 (F1=2/(1/TNR + 1/NPV))

=== UNDESIRABLE STATS (0 to 1) ===
Inaccuracy:                               0.32 (inaccuracy=(FP+FN)/Total)
False positive rate (Fallout):            0.125 (FPR=FP/RealNeg)
False negative rate (Miss rate):          0.5 (FNR=FN/RealPos)
False discovery rate (False alarm):       0.1875 (FDR=FP/PredictedPos)
False omission rate:                      0.38235294117647056 (FOR=FN/PredictedNeg)

=== DESCRIPTIVE STATS (0 to inf) ===
Positive likelihood ratio (high better):  4.0 (LR+=TPR/FPR)
Negative likelihood ratio (low better):   0.5714285714285714 (LR-=FNR/TNR)
Diagnostic odds ratio (high better):      7.0 (DOR=LR+/LR-)


Picks: [ARNC, BMY, BWA, CCL, CSX, CTXS, GE, HOG, HON, LLY, LRCX, MCO, NOC, PRU, YHOO, ZION]
Average return: 1.3103720515145483
Oracle: me.mostly.ml.test.sp500.Main$$Lambda$29/1447689627@4b14c583
Classifier: C=50.0, RBF kernel (gamma=1.0)

Actual prevalence:                        0.52 (RealPos/Total)

=== RESULTS ===
True positives (TP):                      13
False positives (FP):                     3
False negatives (FN):                     13
True negatives (TN):                      21

=== DESIRABLE STATS (0 to 1) ===
Accuracy:                                 0.68 (accuracy=(TP+TN)/Total)
True positive rate (Recall, Sensitivity): 0.5 (TPR=TP/RealPos)
True negative rate (Specificity):         0.875 (TNR=TN/RealNeg)
Positive predictive value (Precision):    0.8125 (PPV=TP/PredictedPos)
Negative predictive value:                0.6176470588235294 (NPV=TN/PredictedNeg)
Area under convex hull ROC curve:         0.6875 (area=(TPR+TNR)/2)
F1 score:                                 0.6190476190476191 (F1=2/(1/TPR + 1/PPV))
F1 score (negative condition):            0.7241379310344828 (F1=2/(1/TNR + 1/NPV))

=== UNDESIRABLE STATS (0 to 1) ===
Inaccuracy:                               0.32 (inaccuracy=(FP+FN)/Total)
False positive rate (Fallout):            0.125 (FPR=FP/RealNeg)
False negative rate (Miss rate):          0.5 (FNR=FN/RealPos)
False discovery rate (False alarm):       0.1875 (FDR=FP/PredictedPos)
False omission rate:                      0.38235294117647056 (FOR=FN/PredictedNeg)

=== DESCRIPTIVE STATS (0 to inf) ===
Positive likelihood ratio (high better):  4.0 (LR+=TPR/FPR)
Negative likelihood ratio (low better):   0.5714285714285714 (LR-=FNR/TNR)
Diagnostic odds ratio (high better):      7.0 (DOR=LR+/LR-)


Picks: [ARNC, BMY, BWA, CCL, CSX, CTXS, GE, HOG, HON, LLY, LRCX, MCO, NOC, PRU, YHOO, ZION]
Average return: 1.3103720515145483
Oracle: me.mostly.ml.test.sp500.Main$$Lambda$29/1447689627@4b14c583
Classifier: C=5.0, RBF kernel (gamma=1.0)

Actual prevalence:                        0.52 (RealPos/Total)

=== RESULTS ===
True positives (TP):                      13
False positives (FP):                     3
False negatives (FN):                     13
True negatives (TN):                      21

=== DESIRABLE STATS (0 to 1) ===
Accuracy:                                 0.68 (accuracy=(TP+TN)/Total)
True positive rate (Recall, Sensitivity): 0.5 (TPR=TP/RealPos)
True negative rate (Specificity):         0.875 (TNR=TN/RealNeg)
Positive predictive value (Precision):    0.8125 (PPV=TP/PredictedPos)
Negative predictive value:                0.6176470588235294 (NPV=TN/PredictedNeg)
Area under convex hull ROC curve:         0.6875 (area=(TPR+TNR)/2)
F1 score:                                 0.6190476190476191 (F1=2/(1/TPR + 1/PPV))
F1 score (negative condition):            0.7241379310344828 (F1=2/(1/TNR + 1/NPV))

=== UNDESIRABLE STATS (0 to 1) ===
Inaccuracy:                               0.32 (inaccuracy=(FP+FN)/Total)
False positive rate (Fallout):            0.125 (FPR=FP/RealNeg)
False negative rate (Miss rate):          0.5 (FNR=FN/RealPos)
False discovery rate (False alarm):       0.1875 (FDR=FP/PredictedPos)
False omission rate:                      0.38235294117647056 (FOR=FN/PredictedNeg)

=== DESCRIPTIVE STATS (0 to inf) ===
Positive likelihood ratio (high better):  4.0 (LR+=TPR/FPR)
Negative likelihood ratio (low better):   0.5714285714285714 (LR-=FNR/TNR)
Diagnostic odds ratio (high better):      7.0 (DOR=LR+/LR-)


Picks: [ARNC, BMY, BWA, CCL, CSX, CTXS, GE, HOG, HON, LLY, LRCX, MCO, NOC, PRU, YHOO, ZION]
Average return: 1.3103720515145483
Oracle: me.mostly.ml.test.sp500.Main$$Lambda$29/1447689627@4b14c583
Classifier: C=20.0, RBF kernel (gamma=1.0)

Actual prevalence:                        0.52 (RealPos/Total)

=== RESULTS ===
True positives (TP):                      13
False positives (FP):                     3
False negatives (FN):                     13
True negatives (TN):                      21

=== DESIRABLE STATS (0 to 1) ===
Accuracy:                                 0.68 (accuracy=(TP+TN)/Total)
True positive rate (Recall, Sensitivity): 0.5 (TPR=TP/RealPos)
True negative rate (Specificity):         0.875 (TNR=TN/RealNeg)
Positive predictive value (Precision):    0.8125 (PPV=TP/PredictedPos)
Negative predictive value:                0.6176470588235294 (NPV=TN/PredictedNeg)
Area under convex hull ROC curve:         0.6875 (area=(TPR+TNR)/2)
F1 score:                                 0.6190476190476191 (F1=2/(1/TPR + 1/PPV))
F1 score (negative condition):            0.7241379310344828 (F1=2/(1/TNR + 1/NPV))

=== UNDESIRABLE STATS (0 to 1) ===
Inaccuracy:                               0.32 (inaccuracy=(FP+FN)/Total)
False positive rate (Fallout):            0.125 (FPR=FP/RealNeg)
False negative rate (Miss rate):          0.5 (FNR=FN/RealPos)
False discovery rate (False alarm):       0.1875 (FDR=FP/PredictedPos)
False omission rate:                      0.38235294117647056 (FOR=FN/PredictedNeg)

=== DESCRIPTIVE STATS (0 to inf) ===
Positive likelihood ratio (high better):  4.0 (LR+=TPR/FPR)
Negative likelihood ratio (low better):   0.5714285714285714 (LR-=FNR/TNR)
Diagnostic odds ratio (high better):      7.0 (DOR=LR+/LR-)


Picks: [ARNC, BMY, BWA, CCL, CSX, CTXS, GE, HOG, HON, LLY, LRCX, MCO, NOC, PRU, YHOO, ZION]
Average return: 1.3103720515145483
Oracle: me.mostly.ml.test.sp500.Main$$Lambda$29/1447689627@4b14c583
Classifier: C=10.0, RBF kernel (gamma=1.0)
